timestamp,property_id,url,title,view_count
2025-01-25T12:40:15.828602,329414,https://www.booli.se/bostad/329414,Jägmästargatan 4,45
2025-01-25T12:43:58.745875,329414,https://www.booli.se/bostad/329414,Jägmästargatan 4,45
